Article Name,Accessibility Score,Metadata Score,Search Engine Visibility Score,Sharability Score,Indexing Score,Overall Score,Website Link,Article Type,Source,Year,Keywords Used,,,,,,,,
Bees (Hymenoptera: Apoidea) Foraging on American Cranberry in Massachusetts,1,2,2,2,3,1.7,https://bioone.org/journals/Northeastern-Naturalist/volume-25/issue-3/045.025.0314/Bees-Hymenoptera-Apoidea-Foraging-on-American-Cranberry-in-Massachusetts/10.1656/045.025.0314.short,Scientific article,Northeastern Naturalist,2018,Wild bees,farm,crannberry,native pollinators,,,,,
Bees and pesticides: the research impact and scientometrics relations,1,3,2,3,3,2.0,https://link.springer.com/article/10.1007/s11356-021-14224-7,Scientific article,Environmental Science and Pollution Research,2021,wild bees,herbicides,native pollinators,,,,,,
Bees in the woods,3,2,2,3,2,2.5,https://extension.oregonstate.edu/collection/bees-woods,Educational Institution,Oregon State University,,Wild bees,farm,native pollinators,,,,,,
"Bees of Maine, with a State Species Checklist",1,2,2,2,3,1.7,https://bioone.org/journals/northeastern-naturalist/volume-24/issue-m15/045.024.m1503/Bees-of-Maine-with-a-State-Species-Checklist/10.1656/045.024.m1503.short,Scientific article,Northeastern Naturalist,2017,wild bees,pesticides,fruit,Great Lakes,,,,,
Bees under interactive stressors: the novel insecticides flupyradifurone and sulfoxaflor along with the fungicide azoxystrobin disrupt the gut microbiota of honey bees and increase opportunistic bacterial pathogens,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/pii/S0048969722050409?casa_token=TMKAw7DOY-kAAAAA:p9pP0NtLG4041qh7b_R9H5fGsjyu-DUUnV90bFMNk8s40ko50l4euDgnZFX-6pL9SdtRQnqfyPez,Scientific article,Science of the Total Environment,2022,wild bees,fungicide,blueberry,native pollinators,,,,,
"Bees, Trees, Preemption, and Nuisance: A New Path to Resolving Pesticide Land Use Disputes",1,1,3,3,3,1.8,https://heinonline.org/HOL/LandingPage?handle=hein.journals/eclawq32&div=33&id=&page=,Scientific article,Ecology L.Q.,2005,wild bees,pesticides,fruit,Minnesota,,,,,
Berries and Bees,3,2,2,2,2,2.4,https://blog-fruit-vegetable-ipm.extension.umn.edu/2018/10/berries-and-bees.html,Educational Institution,University of Minnesota Extension,2018,Wild bees,farm,fruit,native pollinators,,,,,
Best management practices for pollinator protection in US apple production1,1,2,3,1,3,1.8,https://www.researchgate.net/profile/Neelendra-Joshi/publication/367010973_Best_management_practices_for_pollinator_protection_in_US_apple_production/links/643c46f5a08d9a67a4a16d4a/Best-management-practices-for-pollinator-protection-in-US-apple-production.pdf,Scientific article,"Book: Chapter 22, Burleigh Dodds Science Publishing Limited",2023,wild bees,herbicides,apple,native pollinators,,,,,
Beyond neonicotinoids – Wild pollinators are exposed to a range of pesticides while foraging in agroecosystems,1,2,3,3,3,2.0,https://www.sciencedirect.com/science/article/pii/S0048969720339589?casa_token=_SOQQ32KquEAAAAA:6uStlrAta28p59zobO4vZFlYECtS2PwLwbhPEVGuzQMwUNq--1BUOAhqymwEhthoIt8zcM2oyzfI,Scientific article,Science of the Total Environment,2020,wild bees,pesticides,herbicides,native pollinators,,,,,
Beyond the Decline of Wild Bees: Optimizing Conservation Measures and Bringing Together the Actors,3,3,2,3,3,2.8,https://www.mdpi.com/2075-4450/11/9/649,Scientific article,Insects,2020,Wild bees,Integrated Pest Management,native pollinators,sustainable farming,,,,,
"Biology, Genetic Diversity, and Conservation of Wild Bees in Tree Fruit Orchards",3,3,3,3,3,3.0,https://www.mdpi.com/2079-7737/12/1/31,Scientific article,Biology,2023,wild bees,fungicide,farm,apple,fruit,,,,
Blueberry Pollinators,3,1,1,3,2,2.1,https://entomology.ces.ncsu.edu/small-fruit-insect-biology-management/blueberry-pollinators/,Educational Institution,North Carolina State Extension,2015,wild bees,farm,fruit,native pollinators,,,,,
"Blueberry Yields Increase With Bee Visitation Rates, but Bee Visitation Rates are not Consistently Predicted by Colony Stocking Densities",1,3,2,3,3,2.0,https://academic.oup.com/jee/article/114/4/1441/6295464,Scientific article,Journal of Economic Entomology,2021,Wild bees,farm,blueberry,native pollinators,,,,,
Botanical Origin of Pesticide Residues in Pollen Loads Collected by Honeybees During and After Apple Bloom,3,3,2,3,3,2.8,https://www.frontiersin.org/journals/physiology/articles/10.3389/fphys.2019.01069/full,Scientific article,Frontiers in Physiology,2019,wild bees,pesticides,apple,native pollinators,,,,,
Building the Bog for Bees and Berries,3,2,2,3,3,2.6,https://er.uwpress.org/content/40/2/152.short?casa_token=RA6qQYPbEFEAAAAA:s5ceONfUB30KDsd-wyPHsj1IgSZF9qpqA7FTKv0ZnXowtKTICQWCsVZt2EhL19nHcaop60ep_4M,Scientific article,Ecological Restoration,2022,wild bees,fungicide,farm,blueberry,cranberry,,,,
"Bumble bee species distributions and habitat associations in the Midwestern USA, a region of declining diversity",3,3,2,3,3,2.8,https://link.springer.com/article/10.1007/s10531-021-02121-x,Scientific article,Biodiversity and Conservation,2021,Wild bees,Integrated Pest Management,apple,Midwest,,,,,
BUMBLEBEE CONSERVATION IN AND AROUND CRANBERRY MARSHES,3,1,2,1,3,2.2,https://fruit.webhosting.cals.wisc.edu/wp-content/uploads/sites/36/2011/05/Bumblebee-Conservation-in-and-around-Cranberry-Marshes.pdf,Educational Institution,University of Wisconsin- Madison,2003,Wild bees,farm,crannberry,native pollinators,,,,,
"Cascading effects of management and landscape on insect pollinators, pollination services and yield in apple orchards",1,2,3,3,3,2.0,https://www.sciencedirect.com/science/article/pii/S0167880923001688?casa_token=PoO6ga1qN9kAAAAA:JHPW_aIrIb1IATTDKmUbXvmrn0N1kt5JrUMd_frnVnC2Li5TvBRJlbNk2yTrlUSd4eKIB1ruRGPr,Scientific article,"Agriculture, Ecosystems & Environment",2023,Wild bees,Integrated Pest Management,apple,,,,,,
Chapter 2: Crop polination services from wild bees,3,2,3,1,3,2.6,https://books.google.com/books?hl=en&lr=&id=qn88DwAAQBAJ&oi=fnd&pg=PA10&dq=wild+bees+farm+fruit+&ots=NfmIuRsrRW&sig=As86pbzyg13cV-JpMu-TiPY6lk0#v=onepage&q=wild%20bees%20farm%20fruit&f=false,Government,Bee polination in agricultural ecosystems (book),2008,Wild bees,farm,fruit,native pollinators,,,,,
Checklist of bees (Hymenoptera: Apoidea) from small diversified vegetable farms in south-western Montana,3,3,2,3,3,2.8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6361878/,Scientific article,Biodiversity Data Journal,2019,wild bees,pesticides,fruit,Minnesota,,,,,
Chronic exposure to a neonicotinoid pesticide alters the interactions between bumblebees and wild plants,3,3,2,3,3,2.8,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2435.12644,Scientific article,Functional Ecology,2016,wild bees,pesticides,native pollinators,,,,,,
Co-formulant in a commercial fungicide product causes lethal and sub-lethal effects in bumble bees,3,2,2,2,3,2.5,https://www.nature.com/articles/s41598-021-00919-x,Scientific article,Scientific Reports,2021,wild bees,fungicide,native pollinators,,,,,,
"Colonies of Bumble Bees (Bombus impatiens) Produce Fewer Workers, Less Bee Biomass, and Have Smaller Mother Queens Following Fungicide Exposure",3,3,2,3,3,2.8,https://pubmed.ncbi.nlm.nih.gov/26463198/,Scientific article,Insects,2015,wild bees,pesticides,fruit,Wisconsin,,,,,
Combined pesticide exposure severely affects individual- and colony-level traits in bees,1,2,2,2,3,1.7,https://www.nature.com/articles/nature11585,Scientific article,Nature,2012,wild bees,pesticides,native pollinators,,,,,,
Commercial bumble bee (Bombus impatiens) hives under exclusion netting systems for apple pollination in orchards,3,3,2,3,3,2.8,https://www.cambridge.org/core/journals/renewable-agriculture-and-food-systems/article/commercial-bumble-bee-bombus-impatiens-hives-under-exclusion-netting-systems-for-apple-pollination-in-orchards/232D12B130714933FD33883797FCA700,Scientific article,Renewable agriculture and food systems,2020,wild bees,fungicide,apple,native pollinators,,,,,
Community and Species-Specific Responses of Wild Bees to Insect Pest Control Programs Applied to a Pollinator-Dependent Crop,1,3,3,3,3,2.2,https://academic.oup.com/jee/article-abstract/103/3/668/2199451,Scientific article,Journal of Economic Entomology,2010,Wild bees,Integrated Pest Management,native pollinators,sustainable farming,,,,,
Comparative Pollination Efficacies of Five Bee Species on Raspberry,1,3,3,3,3,2.2,https://academic.oup.com/jee/article/111/6/2513/5075877,Scientific article,Journal of economic entomology,2018,Wild bees,farm,raspberry,native pollinators,,,,,
Comparative Susceptibility of Wild Bees and Honey Bees to DDT,1,3,2,3,3,2.0,https://academic.oup.com/jee/article-abstract/43/1/59/2204647?redirectedFrom=fulltext,Scientific article,Journal of Economic Entomology,1950,wild bees,fruit,apple,native pollinators,,,,,
Comparative Toxicities and Synergism of Apple Orchard Pesticides to Apis mellifera (L.) and Osmia cornifrons (Radoszkowski),3,2,2,3,3,2.6,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0072587,Scientific article,PLOS one,2013,wild bees,pesticides,apple,native pollinators,,,,,
Comparative Toxicity of Oral Exposure to Paraquat: Survival Rates and Gene Expression in Two Honey Bees Species; Apis Mellifera and Apis Cerana,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/abs/pii/S026974912401741X,Scientific article,Environmental Pollution,2024,wild bees,herbicides,native pollinators,,,,,,
Comparative toxicity of pesticides and environmental contaminants in bees: Are honey bees a useful proxy for wild bee species?,1,2,3,3,3,2.0,https://www.sciencedirect.com/science/article/pii/S0048969716323683?casa_token=ZYLufLVW3OUAAAAA:7sI97KfvRVzFQfvjH23gQ36nsDlOYdecApEUyQaR7Ary9xd5tqjHASRdYAc_Q0-M2qAo6ObLXgkV,Scientific article,Science of the Total Environment,2017,wild bees,pesticides,native pollinators,,,,,,
"Comparing the performance of native and managed pollinators of Haskap (Lonicera caerulea: Caprifoliaceae), an emerging fruit crop",1,2,3,3,3,2.0,https://www.sciencedirect.com/science/article/pii/S0167880915301754?casa_token=ArcEe9r330QAAAAA:qwmFLMEor9h8IbsUwnsohI0TRI5D4laJaY9RGzeHmPWXvnKeCRIGbdKq8TuMYMdQbNNDqxjh_WMQ,Scientific article,"Agriculture, Ecosystems & Environment",2016,Wild bees,farm,honeyberry,,,,,,
Comparing the pollination services of honey bees and wild bees in a watermelon field,1,2,3,3,3,2.0,https://www.sciencedirect.com/science/article/abs/pii/S0304423816301716,Scientific article,Scientia Horticulturae,2016,Wild bees,honey bee,farm,Extenson,fruit,melon,,,
"Comparison of wild honeybees in the pollination of strawberries in Bahawalpur, Pakistan",3,1,1,1,2,1.9,https://www.biotaxa.org/RSEA/article/view/78081,Scientific article,Revista de la Sociedad Entomologica Argentina,2023,Wild bees,farm,strawberry,native pollinators,,,,,
Complementary Contribution of Wild Bumblebees and Managed Honeybee to the Pollination Niche of an Introduced Blueberry Crop,3,3,3,3,3,3.0,https://www.mdpi.com/2075-4450/12/7/595,Scientific article,Insects,2021,Wild bees,farm,blueberry,native pollinators,,,,,
Complementary crops and landscape features sustain wild bee communities,1,2,3,2,3,1.9,https://esajournals.onlinelibrary.wiley.com/doi/full/10.1002/eap.1713?casa_token=06MhLqiWN7oAAAAA%3ALEfqbmOQYj5HHy0V7vodMZ_Yn8m5y11zS_fVtIGiWl9EE4_X72STIHiJuR9roEa5OHOWW5L6KlEJy_nK4Q,Scientific article,Ecological Applications,2018,Wild bees,farm,apple,blueberry,fruit,raspberry,,,
Conservation and Management of Native Bees in Crannberry,3,1,3,1,3,2.4,https://www.researchgate.net/profile/Francis-Drummond/publication/241746571_Conservation_and_Management_of_Native_Bees_in_Cranberry/links/55d893cc08aeb38e8a87b04a/Conservation-and-Management-of-Native-Bees-in-Cranberry.pdf,Educational Institution,University of Maine Agricultural and Forest Experiment Station,2005,Wild bees,solitary bees,farm,crannberry,,,,,
Conserving native bees on farmland,3,1,2,1,2,2.1,https://www.canr.msu.edu/nativeplants/uploads/files/E2985ConservingNativeBees.pdf,Educational Institution,MSU Extension,2007,Wild bees,farm,native pollinators,,,,,,
Conserving wild bees for crop pollination,1,3,2,3,3,2.0,https://www.tandfonline.com/doi/full/10.1080/00218839.2022.2046528,Scientific article,Science and technology,2002,Wild bees,farm,fruit,native pollinators,,,,,
Conserving wild bees for crop pollination: efficiency of bee hotels in Moroccan cherry orchards (Prunus avium),1,3,3,3,3,2.2,https://aarinena.org/wp-content/uploads/2023/12/Conserving-wild-bees-for-crop-pollination.pdf,Scientific article,Journal of Apicultural Research,2022,wild bees,farm,cherry,native pollinators,,,,,
Consumption of pollen contaminated with field-realistic concentrations of fungicide causes sublethal effects in Bombus impatiens (Hymenoptera: Apidae) microcolonies,1,3,2,3,3,2.0,https://academic.oup.com/ee/advance-article-abstract/doi/10.1093/ee/nvae049/7683096,Scientific article,Environmental Entomology,2024,wild bees,herbicides,native pollinators,,,,,,
Contextualising pollination benefits: effect of insecticide and fungicide use on fruit set and weight from bee pollination in lowbush blueberry,1,2,2,3,3,1.8,https://onlinelibrary.wiley.com/doi/full/10.1111/aab.12143?casa_token=_TEtl8jRzUUAAAAA%3AbikcpPU39_38DjpQpTSp105OhUwKZL_fRjUv6Q2ZqQePNrIGgGI_XpSt9CZunPhQwWpqqCj5c6kM44-qbw,Scientific article,Annals of Applied Biology,2014,wild bees,herbicides,berries,blueberry,,,,,
Contrasting effects of fungicide and herbicide active ingredients and their formulations on bumblebee learning and behaviour,3,3,2,3,3,2.8,https://journals.biologists.com/jeb/article/226/6/jeb245180/297167/Contrasting-effects-of-fungicide-and-herbicide,Non-Profit,The Company of Biologists Ltd.,2023,wild bees,herbicides,native pollinators,,,,,,
Contrasting effects of wooded and herbaceous semi-natural habitats on supporting wild bee diversity,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/pii/S0167880923003031?casa_token=qH9aYERTYMkAAAAA:-Jndzy0cgvPKbX7Vu18pgWl7RBOFsZsLjf-zvRjEpvBG6pjd2uukxuGxhrovnyDDC6FLYb8Ad9oU,Scientific article,"Agriculture, Ecosystems & Environment",2023,wild bees,herbicides,,,,,,,
Contrasting Pollinators and Pollination in Native and Non-Native Regions of Highbush Blueberry Production,3,2,3,3,3,2.8,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0158937,Scientific article,PLOS one,2016,Wild bees,farm,blueberry,native pollinators,,,,,
Cooperative Extension: Maine Wild Blueberries,3,1,2,1,2,2.1,https://www.maine.gov/dacf/php/apiary/documents/BlueberryPollination.pdf,Educational Institution,The University of Maine Cooperative Extension,2002,wild bees,farm,blueberry,native pollinators,,,,,
Country-specific effects of neonicotinoid pesticides on honey bees and wild bees,1,2,2,3,3,1.8,https://www.science.org/doi/full/10.1126/science.aaa1190?casa_token=HzMZ8Lxve8AAAAAA%3AMVp8A9wWkEwWhPOPTmUVZnR4re2_c_PiQGRxPGPpaSi-shcF0pcrFSVA-phofZbYp2GlrAs8pBoD-9Rx,Scientific article,Science,2017,Wild bees,Extension,native pollinators,,,,,,
Crop Pollination Exposes Honey Bees to Pesticides Which Alters Their Susceptibility to the Gut Pathogen Nosema ceranae,3,2,2,3,3,2.6,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0070182,Scientific article,PLOS one,2013,wild bees,herbicides,cranberry,native pollinators,,,,,
Crop pollination from native bees at risk from agricultural intensification,3,2,3,3,3,2.8,https://www.pnas.org/doi/10.1073/pnas.262413599,Scientific article,PNAS,2002,wild bees,farm,fruit,native pollinators,,,,,
Crop pollination services: Complementary resource use by social vs solitary bees facing crops with contrasting flower supply,3,2,2,3,3,2.6,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.13777,Scientific article,Journal of applied Ecology,2020,Wild bees,farm,strawberry,native pollinators,,,,,
"Cultivating alternative apple pollinators: Examining the contribution of wild bees to crop pollination, and the factors that influence their abundance and diversity in Wisconsin's orchards",3,3,2,3,3,2.8,https://www.proquest.com/docview/1658771552?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses,Educational Institution,UW Madison,2015,Wild bees,farm,apple,native pollinators,,,,,
Decline of bumble bees (Bombus) in the North American Midwest,1,2,2,3,3,1.8,https://www.sciencedirect.com/science/article/pii/S0006320708003698?casa_token=wxMWUZMWdDAAAAAA:Etxt0VoKPP6DOL3e2dmsEDOmW1uvX0v-P7JpuORs96XC8Weoyx9G2hWYa6EItKNHHKtA-xl2I0e_,Scientific article,Biological Conservation,2009,Wild bees,pesticides,apple,Midwest,,,,,
Diet diversity and pesticide risk mediate the negative effects of land use change on solitary bee offspring production,3,2,2,3,3,2.6,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.13600,Scientific article,Journal of Applied Ecology,2020,wild bees,fungicide,herbicides,apple,,,,,
